Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2467,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,20,1996,19,16,"1,640",18.2,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches
2468,Mehdi Tahrat,dz ALG,MF,Angers,fr Ligue 1,26,1990,7,3,297,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2469,Saphir Taïder,dz ALG,MF,Bologna,it Serie A,24,1992,24,22,"1,900",21.1,3,0,3,3,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
2470,Flavien Tait,fr FRA,"FW,MF",Angers,fr Ligue 1,23,1993,11,5,438,4.9,2,2,4,2,0,0,1,0,0.41,0.41,0.82,0.41,0.82,Matches
2471,Tana,es ESP,"MF,FW",Las Palmas,es La Liga,25,1990,32,25,"2,210",24.6,4,4,8,4,0,0,3,0,0.16,0.16,0.33,0.16,0.33,Matches
2472,Oussama Tannane,ma MAR,"FW,MF",Saint-Étienne,fr Ligue 1,22,1994,17,14,"1,279",14.2,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches
2473,Shani Tarashaj,ch SUI,MF,Eintracht Frankfurt,de Bundesliga,21,1995,13,1,333,3.7,1,0,1,1,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
2474,Matt Targett,eng ENG,DF,Southampton,eng Premier League,20,1995,5,5,373,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2475,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,23,1992,19,4,568,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2476,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,it Serie A,30,1986,35,35,"3,099",34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2477,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,27,1988,35,31,"2,760",30.7,9,3,12,7,2,2,3,0,0.29,0.1,0.39,0.23,0.33,Matches
2478,Taleb Tawatha,il ISR,MF,Eintracht Frankfurt,de Bundesliga,24,1992,14,8,693,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2479,Neil Taylor,wls WAL,DF,Swansea City,eng Premier League,27,1989,11,11,920,10.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2480,Georg Teigl,at AUT,MF,Augsburg,de Bundesliga,25,1991,18,4,667,7.4,0,1,1,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
2481,Álvaro Tejero,es ESP,DF,Real Madrid,es La Liga,20,1996,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2482,Bernard Tekpetey,gh GHA,"FW,MF",Schalke 04,de Bundesliga,18,1997,2,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2483,Jordan Tell,gp GLP,"FW,MF",Caen,fr Ligue 1,19,1997,5,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2484,Andrés Tello,co COL,MF,Empoli,it Serie A,19,1996,18,8,824,9.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
2485,Cristian Tello,es ESP,MF,Fiorentina,it Serie A,24,1991,36,22,"2,071",23,4,4,8,4,0,0,1,0,0.17,0.17,0.35,0.17,0.35,Matches
2486,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,24,1992,36,36,"3,240",36,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2487,Emanuele Terranova,it ITA,DF,Sassuolo,it Serie A,29,1987,3,2,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2488,Marco Terrazzino,de GER,"MF,FW",Hoffenheim,de Bundesliga,25,1991,9,4,364,4,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74,Matches
2489,Martin Terrier,fr FRA,MF,Lille,fr Ligue 1,19,1997,11,1,256,2.8,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
2490,John Terry,eng ENG,DF,Chelsea,eng Premier League,35,1980,9,6,496,5.5,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
2491,Florian Thauvin,fr FRA,"FW,MF",Marseille,fr Ligue 1,23,1993,38,36,"2,956",32.8,15,9,24,14,1,1,2,0,0.46,0.27,0.73,0.43,0.7,Matches
2492,Alexis Thébaux,fr FRA,GK,Bastia,fr Ligue 1,31,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2493,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1989,31,30,"2,730",30.3,0,2,2,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
2494,Cyril Théréau,fr FRA,FW,Udinese,it Serie A,33,1983,33,31,"2,483",27.6,12,1,13,11,1,2,3,0,0.43,0.04,0.47,0.4,0.43,Matches
2495,Vincent Thill,lu LUX,MF,Metz,fr Ligue 1,16,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2496,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,28,1988,36,36,"3,208",35.6,1,0,1,1,0,0,5,1,0.03,0,0.03,0.03,0.03,Matches
2497,Adrien Thomasson,fr FRA,MF,Nantes,fr Ligue 1,22,1993,29,21,"1,935",21.5,2,2,4,2,0,0,5,1,0.09,0.09,0.19,0.09,0.19,Matches
2498,Nicolaj Thomsen,dk DEN,"MF,FW",Nantes,fr Ligue 1,23,1993,13,9,744,8.3,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
2499,Lennart Thy,de GER,FW,Werder Bremen,de Bundesliga,24,1992,6,0,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches
2500,Fausto Tienza,es ESP,MF,Osasuna,es La Liga,26,1990,19,16,"1,224",13.6,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2501,David Timor,es ESP,MF,Leganés,es La Liga,26,1989,24,22,"1,870",20.8,2,1,3,2,0,0,7,1,0.1,0.05,0.14,0.1,0.14,Matches
2502,Marcel Tisserand,cd COD,DF,Ingolstadt,de Bundesliga,23,1993,28,27,"2,388",26.5,0,1,1,0,0,0,9,0,0,0.04,0.04,0,0.04,Matches
2503,Marcel Tisserand,cd COD,DF,Monaco,fr Ligue 1,23,1993,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2504,Tito,es ESP,"DF,MF",Leganés,es La Liga,31,1985,11,10,877,9.7,0,2,2,0,0,0,3,0,0,0.21,0.21,0,0.21,Matches
2505,Tito,es ESP,DF,Granada,es La Liga,31,1985,12,11,996,11.1,0,1,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
2506,Ola Toivonen,se SWE,"MF,FW",Toulouse,fr Ligue 1,30,1986,35,19,"1,805",20.1,7,2,9,7,0,0,9,0,0.35,0.1,0.45,0.35,0.45,Matches
2507,Karl Toko Ekambi,cm CMR,FW,Angers,fr Ligue 1,23,1992,31,29,"2,428",27,7,4,11,7,0,0,0,0,0.26,0.15,0.41,0.26,0.41,Matches
2508,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,21,1994,31,29,"2,573",28.6,8,5,13,8,0,0,1,1,0.28,0.17,0.45,0.28,0.45,Matches
2509,Jeremy Toljan,de GER,MF,Hoffenheim,de Bundesliga,21,1994,20,14,"1,318",14.6,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
2510,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,25,1990,32,31,"2,719",30.2,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
2511,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,27,1989,24,23,"1,974",21.9,3,0,3,3,0,0,4,0,0.14,0,0.14,0.14,0.14,Matches
2512,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,28,1987,25,21,"1,815",20.2,0,1,1,0,0,0,12,0,0,0.05,0.05,0,0.05,Matches
2513,Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,26,1990,3,3,270,3,2,0,2,2,0,0,2,0,0.67,0,0.67,0.67,0.67,Matches
2514,Aleksandar Tonev,bg BUL,"FW,MF",Crotone,it Serie A,26,1990,13,9,743,8.3,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
2515,Ömer Toprak,tr TUR,DF,Leverkusen,de Bundesliga,27,1989,25,25,"2,098",23.3,1,0,1,1,0,1,6,0,0.04,0,0.04,0.04,0.04,Matches
2516,Gaizka Toquero,es ESP,"MF,FW",Alavés,es La Liga,31,1984,23,15,"1,222",13.6,1,1,2,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,Matches
2517,Jon Toral,es ESP,MF,Granada,es La Liga,21,1995,5,4,265,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2518,Gökhan Töre,tr TUR,"MF,FW",West Ham United,eng Premier League,24,1992,5,3,240,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
2519,Vasilis Torosidis,gr GRE,DF,Bologna,it Serie A,31,1985,28,23,"1,939",21.5,1,0,1,1,0,0,5,1,0.05,0,0.05,0.05,0.05,Matches
2520,Lucas Torreira,uy URU,MF,Sampdoria,it Serie A,20,1996,35,35,"3,044",33.8,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
2521,Marc Torrejón,es ESP,DF,Freiburg,de Bundesliga,30,1986,12,10,932,10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2522,Daniel Torres,co COL,MF,Alavés,es La Liga,26,1989,21,17,"1,436",16,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
2523,Fernando Torres,es ESP,FW,Atlético Madrid,es La Liga,32,1984,31,13,"1,424",15.8,8,5,13,7,1,2,3,0,0.51,0.32,0.82,0.44,0.76,Matches
2524,Miguel Torres,es ESP,DF,Málaga,es La Liga,30,1986,22,18,"1,565",17.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
2525,Roberto Torres,es ESP,MF,Osasuna,es La Liga,27,1989,32,26,"2,307",25.6,7,3,10,4,3,5,7,0,0.27,0.12,0.39,0.16,0.27,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2526,Xavi Torres,es ESP,MF,Sporting Gijón,es La Liga,29,1986,17,8,866,9.6,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
2527,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,18,1997,8,5,484,5.4,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
2528,Alin Toșca,ro ROU,DF,Real Betis,es La Liga,24,1992,17,17,"1,501",16.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2529,Francesco Totti,it ITA,MF,Roma,it Serie A,39,1976,18,1,379,4.2,2,3,5,0,2,2,1,0,0.47,0.71,1.19,0,0.71,Matches
2530,Jérémy Toulalan,fr FRA,MF,Bordeaux,fr Ligue 1,32,1983,30,30,"2,601",28.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
2531,Mamadou Tounkara,sn SEN,FW,Lazio,it Serie A,20,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2532,Abdoulaye Touré,gn GUI,MF,Nantes,fr Ligue 1,22,1994,12,3,377,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2533,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,20,1996,15,12,"1,084",12,0,4,4,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
2534,Thomas Touré,ci CIV,MF,Bordeaux,fr Ligue 1,22,1993,6,5,366,4.1,0,1,1,0,0,0,2,0,0,0.25,0.25,0,0.25,Matches
2535,Yaya Touré,ci CIV,MF,Manchester City,eng Premier League,33,1983,25,22,"1,941",21.6,5,0,5,3,2,2,4,0,0.23,0,0.23,0.14,0.14,Matches
2536,Zargo Touré,sn SEN,DF,Lorient,fr Ligue 1,26,1989,23,21,"1,885",20.9,1,0,1,1,0,0,5,1,0.05,0,0.05,0.05,0.05,Matches
2537,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,19,1997,22,17,"1,636",18.2,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches
2538,Andros Townsend,eng ENG,MF,Crystal Palace,eng Premier League,25,1991,36,30,"2,519",28,3,4,7,3,0,0,4,0,0.11,0.14,0.25,0.11,0.25,Matches
2539,Aleksandar Trajkovski,mk MKD,FW,Palermo,it Serie A,23,1992,11,5,440,4.9,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
2540,Abdou Traoré,ml MLI,MF,Bordeaux,fr Ligue 1,28,1988,6,0,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2541,Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,21,1995,5,4,279,3.1,2,0,2,2,0,0,1,0,0.65,0,0.65,0.65,0.65,Matches
2542,Adama Traoré,es ESP,"MF,FW",Middlesbrough,eng Premier League,20,1996,27,16,"1,541",17.1,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
2543,Ibrahima Traoré,gn GUI,MF,Gladbach,de Bundesliga,28,1988,14,9,839,9.3,1,3,4,1,0,0,0,0,0.11,0.32,0.43,0.11,0.43,Matches
2544,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,29,1986,32,32,"2,809",31.2,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
2545,Lacina Traoré,ci CIV,FW,Sporting Gijón,es La Liga,26,1990,8,5,462,5.1,2,0,2,2,0,1,2,0,0.39,0,0.39,0.39,0.39,Matches
2546,Kevin Trapp,de GER,GK,Paris Saint-Germain,fr Ligue 1,26,1990,24,24,"2,123",23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2547,Christian Träsch,de GER,"DF,MF",Wolfsburg,de Bundesliga,28,1987,11,7,697,7.7,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
2548,Óscar Trejo,ar ARG,MF,Toulouse,fr Ligue 1,28,1988,29,27,"2,308",25.6,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27,Matches
2549,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,24,1991,37,35,"3,033",33.7,5,1,6,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18,Matches
2550,Kieran Trippier,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,25,1990,12,6,568,6.3,0,5,5,0,0,0,1,0,0,0.79,0.79,0,0.79,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2551,Marcello Trotta,it ITA,FW,Crotone,it Serie A,23,1992,29,23,"1,874",20.8,3,5,8,2,1,1,2,0,0.14,0.24,0.38,0.1,0.34,Matches
2552,Axel Tuanzebe,cd COD,"MF,DF",Manchester Utd,eng Premier League,18,1997,4,4,303,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2553,Arda Turan,tr TUR,"FW,MF",Barcelona,es La Liga,29,1987,18,14,"1,244",13.8,3,3,6,3,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matches
2554,Josh Tymon,eng ENG,"MF,DF",Hull City,eng Premier League,17,1999,5,4,322,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2555,Tyronne,es ESP,"FW,MF",Las Palmas,es La Liga,25,1991,3,0,44,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2556,Przemysław Tytoń,pl POL,GK,Dep La Coruña,es La Liga,29,1987,13,12,"1,126",12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2557,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,20,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2558,Leonardo Ulloa,ar ARG,FW,Leicester City,eng Premier League,30,1986,16,3,447,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
2559,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,27,1988,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2560,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,22,1993,25,24,"2,129",23.7,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
2561,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,17,1998,12,8,667,7.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
2562,Takashi Usami,jp JPN,MF,Augsburg,de Bundesliga,24,1992,11,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2563,Mark Uth,de GER,FW,Hoffenheim,de Bundesliga,24,1991,22,12,"1,153",12.8,7,3,10,7,0,0,4,0,0.55,0.23,0.78,0.55,0.78,Matches
2564,Valentín Vada,ar ARG,MF,Bordeaux,fr Ligue 1,20,1996,28,25,"1,879",20.9,6,2,8,4,2,2,4,0,0.29,0.1,0.38,0.19,0.29,Matches
2565,William Vainqueur,fr FRA,MF,Marseille,fr Ligue 1,27,1988,29,29,"2,545",28.3,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
2566,Mathieu Valbuena,fr FRA,"MF,FW",Lyon,fr Ligue 1,31,1984,30,15,"1,558",17.3,8,5,13,8,0,0,6,0,0.46,0.29,0.75,0.46,0.75,Matches
2567,Víctor Valdés,es ESP,GK,Middlesbrough,eng Premier League,34,1982,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2568,Mirko Valdifiori,it ITA,MF,Torino,it Serie A,30,1986,24,22,"1,775",19.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
2569,Mirko Valdifiori,it ITA,MF,Napoli,it Serie A,30,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2570,Antonio Valencia,ec ECU,DF,Manchester Utd,eng Premier League,30,1985,28,27,"2,483",27.6,1,3,4,1,0,0,5,0,0.04,0.11,0.14,0.04,0.14,Matches
2571,Enner Valencia,ec ECU,FW,West Ham United,eng Premier League,26,1989,3,3,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2572,Enner Valencia,ec ECU,"FW,MF",Everton,eng Premier League,26,1989,21,5,716,8,3,1,4,3,0,0,1,0,0.38,0.13,0.5,0.38,0.5,Matches
2573,Borja Valero,es ESP,"MF,FW",Fiorentina,it Serie A,31,1985,31,30,"2,678",29.8,1,10,11,1,0,0,5,0,0.03,0.34,0.37,0.03,0.37,Matches
2574,Borja Valle,es ESP,MF,Dep La Coruña,es La Liga,24,1992,7,1,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2575,Jesús Vallejo,es ESP,DF,Eintracht Frankfurt,de Bundesliga,19,1997,25,22,"2,057",22.9,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2576,Virgil van Dijk,nl NED,DF,Southampton,eng Premier League,25,1991,21,21,"1,853",20.6,1,0,1,1,0,0,5,2,0.05,0,0.05,0.05,0.05,Matches
2577,Anthony Vanden Borre,be BEL,DF,Montpellier,fr Ligue 1,28,1987,10,9,794,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2578,Leonel Vangioni,ar ARG,DF,Milan,it Serie A,29,1987,15,11,945,10.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
2579,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,23,1993,23,23,"1,924",21.4,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,Matches
2580,Javi Varas,es ESP,GK,Las Palmas,es La Liga,33,1982,25,25,"2,250",25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2581,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,29,1987,35,33,"2,802",31.1,13,4,17,13,0,0,2,1,0.42,0.13,0.55,0.42,0.55,Matches
2582,Guillermo Varela,uy URU,"MF,DF",Eintracht Frankfurt,de Bundesliga,23,1993,7,6,428,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2583,Eduardo Vargas,cl CHI,"FW,MF",Hoffenheim,de Bundesliga,26,1989,5,0,101,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2584,Ivan Vargić,hr CRO,GK,Lazio,it Serie A,29,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2585,Cédric Varrault,fr FRA,DF,Dijon,fr Ligue 1,36,1980,32,32,"2,792",31,3,0,3,3,0,0,4,2,0.1,0,0.1,0.1,0.1,Matches
2586,Álvaro Vázquez,es ESP,"MF,FW",Espanyol,es La Liga,25,1991,10,2,318,3.5,0,1,1,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
2587,Franco Vázquez,ar ARG,MF,Sevilla,es La Liga,27,1989,30,26,"2,076",23.1,7,4,11,7,0,0,8,0,0.3,0.17,0.48,0.3,0.48,Matches
2588,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,es La Liga,25,1991,33,12,"1,403",15.6,2,7,9,2,0,0,4,0,0.13,0.45,0.58,0.13,0.58,Matches
2589,Matías Vecino,uy URU,MF,Fiorentina,it Serie A,24,1991,31,26,"2,355",26.2,3,4,7,3,0,0,7,0,0.11,0.15,0.27,0.11,0.27,Matches
2590,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,es La Liga,27,1989,35,31,"2,545",28.3,9,2,11,6,3,4,6,0,0.32,0.07,0.39,0.21,0.28,Matches
2591,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,20,1995,26,20,"1,813",20.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
2592,Miguel Veloso,pt POR,MF,Genoa,it Serie A,30,1986,23,22,"1,779",19.8,0,3,3,0,0,0,9,1,0,0.15,0.15,0,0.15,Matches
2593,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,36,1980,34,34,"3,043",33.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2594,Simone Verdi,it ITA,FW,Bologna,it Serie A,24,1992,28,25,"2,117",23.5,6,4,10,6,0,0,4,0,0.26,0.17,0.43,0.26,0.43,Matches
2595,Jordan Veretout,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,1993,35,34,"2,942",32.7,3,4,7,3,0,0,6,0,0.09,0.12,0.21,0.09,0.21,Matches
2596,Paul Verhaegh,nl NED,DF,Augsburg,de Bundesliga,32,1983,31,31,"2,762",30.7,3,2,5,0,3,4,4,0,0.1,0.07,0.16,0,0.07,Matches
2597,Thomas Vermaelen,be BEL,DF,Roma,it Serie A,30,1985,9,4,392,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2598,Marco Verratti,it ITA,MF,Paris Saint-Germain,fr Ligue 1,23,1992,28,25,"2,148",23.9,3,5,8,3,0,0,6,0,0.13,0.21,0.34,0.13,0.34,Matches
2599,Valerio Verre,it ITA,MF,Pescara,it Serie A,22,1994,28,23,"1,909",21.2,0,2,2,0,0,0,2,1,0,0.09,0.09,0,0.09,Matches
2600,Jan Vertonghen,be BEL,DF,Tottenham Hotspur,eng Premier League,29,1987,33,33,"2,894",32.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2601,Freddie Veseli,al ALB,DF,Empoli,it Serie A,23,1992,17,11,"1,183",13.1,0,2,2,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
2602,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,23,1993,6,3,286,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2603,Mikel Vesga,es ESP,MF,Sporting Gijón,es La Liga,23,1993,17,16,"1,410",15.7,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,Matches
2604,Dušan Veškovac,rs SRB,DF,Toulouse,fr Ligue 1,30,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2605,Jannik Vestergaard,dk DEN,DF,Gladbach,de Bundesliga,23,1992,34,29,"2,660",29.6,4,1,5,4,0,0,1,0,0.14,0.03,0.17,0.14,0.17,Matches
2606,Rúben Vezo,pt POR,DF,Granada,es La Liga,22,1994,18,17,"1,487",16.5,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
2607,Rúben Vezo,pt POR,DF,Valencia,es La Liga,22,1994,1,1,45,0.5,0,1,1,0,0,0,0,0,0,2,2,0,2,Matches
2608,Aleix Vidal,es ESP,DF,Barcelona,es La Liga,26,1989,6,5,476,5.3,2,2,4,2,0,0,0,0,0.38,0.38,0.76,0.38,0.76,Matches
2609,Arturo Vidal,cl CHI,MF,Bayern Munich,de Bundesliga,29,1987,27,21,"1,821",20.2,4,2,6,4,0,0,8,0,0.2,0.1,0.3,0.2,0.3,Matches
2610,Vieirinha,pt POR,"MF,DF",Wolfsburg,de Bundesliga,30,1986,21,13,"1,214",13.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
2611,Jonathan Viera,es ESP,MF,Las Palmas,es La Liga,26,1989,31,30,"2,581",28.7,7,6,13,3,4,4,4,0,0.24,0.21,0.45,0.1,0.31,Matches
2612,Luciano Vietto,ar ARG,FW,Sevilla,es La Liga,22,1993,21,14,"1,310",14.6,6,3,9,6,0,0,3,0,0.41,0.21,0.62,0.41,0.62,Matches
2613,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,21,1994,19,10,949,10.5,0,3,3,0,0,0,1,0,0,0.28,0.28,0,0.28,Matches
2614,Emanuel Vignato,it ITA,MF,Chievo,it Serie A,15,2000,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2615,Borja Viguera,es ESP,FW,Athletic Club,es La Liga,29,1987,1,0,27,0.3,1,0,1,1,0,0,0,0,3.33,0,3.33,3.33,3.33,Matches
2616,Borja Viguera,es ESP,"FW,MF",Sporting Gijón,es La Liga,29,1987,16,6,748,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
2617,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,18,1997,6,0,78,0.9,0,1,1,0,0,0,0,0,0,1.15,1.15,0,1.15,Matches
2618,Mikel Villanueva,ve VEN,DF,Málaga,es La Liga,23,1993,15,14,"1,264",14,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
2619,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,19,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
